datetime,sound_avg,motion,temp,hum,dist
2025-11-18T00:46:37.367047,88.41176470588235,0,21.3,81.0,0
2025-11-18T00:46:39.409241,87.73333333333333,1,21.3,81.0,0
2025-11-18T00:46:41.457176,87.9375,0,21.3,81.0,-1
2025-11-18T00:46:43.486647,87.5,1,21.3,81.0,-1
2025-11-18T00:46:45.553323,87.75,0,21.3,81.0,-1
2025-11-18T00:46:47.608524,87.6875,1,21.3,81.0,-1
2025-11-18T00:46:49.644205,87.75,0,21.3,81.0,-1
2025-11-18T00:46:51.702542,87.625,0,21.3,81.0,-1
2025-11-18T00:46:53.758474,87.75,1,21.3,81.0,-1
2025-11-18T00:46:55.775548,88.3125,0,21.3,81.0,0
2025-11-18T00:46:57.827583,87.5625,1,21.3,81.0,-1
2025-11-18T00:46:59.877065,87.6875,0,21.3,81.0,-1
2025-11-18T00:47:01.921574,88.1875,0,21.3,81.0,-1
2025-11-18T00:47:03.978932,88.3125,0,21.3,81.0,-1
2025-11-18T00:47:06.030086,87.6875,0,21.3,81.0,-1
2025-11-18T00:47:08.085255,88.1875,1,21.3,81.0,-1
2025-11-18T00:47:10.138049,87.75,0,21.3,81.0,-1
2025-11-18T00:47:12.178130,87.625,1,21.3,81.0,-1
2025-11-18T00:47:14.206533,88.5,0,21.3,81.0,0
2025-11-18T00:47:16.250522,88.0625,1,21.3,81.0,-1
2025-11-18T00:47:18.309071,87.6875,1,21.3,81.0,-1
2025-11-18T00:47:20.354729,87.875,0,21.3,81.0,-1
2025-11-18T00:47:22.408954,88.375,1,21.3,81.0,-1
2025-11-18T00:47:24.463285,87.75,1,21.3,81.0,-1
2025-11-18T00:47:26.500609,87.875,0,21.3,81.0,-1
2025-11-18T00:47:28.526059,87.6470588235294,0,21.3,81.0,0
2025-11-18T00:47:30.536740,87.6875,1,21.3,81.0,-1
2025-11-18T00:47:32.575674,87.66666666666667,0,21.3,81.0,-1
2025-11-18T00:47:34.621827,87.4375,1,21.3,81.0,-1
2025-11-18T00:47:36.681614,87.8125,0,21.3,81.0,-1
2025-11-18T00:47:38.683614,87.9375,1,21.3,81.0,0
2025-11-18T00:47:40.743204,87.875,0,21.3,81.0,-1
2025-11-18T00:47:42.793137,87.75,0,21.3,81.0,-1
2025-11-18T00:47:44.840940,87.625,1,21.3,81.0,-1
2025-11-18T00:47:46.890775,87.6875,0,21.3,81.0,-1
2025-11-18T00:47:48.947893,87.4375,1,21.3,81.0,-1
2025-11-18T00:47:50.996898,87.625,0,21.3,81.0,-1
2025-11-18T00:47:53.011025,87.55555555555556,0,21.3,81.0,9.8
2025-11-18T00:47:55.116683,87.0,0,21.3,81.0,5.857142857142857
2025-11-18T00:47:57.208199,87.0,0,21.3,81.0,5.809523809523809
2025-11-18T00:47:59.220758,87.0,0,21.3,81.0,7.0
2025-11-18T00:48:01.318623,87.0,0,21.3,81.0,6.523809523809524
2025-11-18T00:48:03.321915,87.0,0,21.3,81.0,6.1
2025-11-18T00:48:05.419674,87.0,0,21.3,81.0,6.142857142857143
2025-11-18T00:48:07.493068,87.22222222222223,0,21.3,81.0,6.25
2025-11-18T00:48:09.529308,87.5625,0,21.3,81.0,-1
2025-11-18T00:48:11.581300,87.5,0,21.3,81.0,-1
2025-11-18T00:48:13.645513,87.75,0,21.3,81.0,-1
2025-11-18T00:48:15.661095,87.8125,0,21.3,81.0,0
2025-11-18T00:48:17.719858,87.4375,0,21.3,81.0,-1
2025-11-18T00:48:19.779545,87.6875,0,21.3,81.0,-1
2025-11-18T00:48:21.808502,88.25,0,21.3,81.0,-1
2025-11-18T00:48:23.871684,87.625,0,21.3,81.0,-1
2025-11-18T00:48:25.920093,87.8125,0,21.3,81.0,-1
2025-11-18T00:48:27.967789,87.875,0,21.3,81.0,-1
2025-11-18T00:48:30.016145,87.625,0,21.3,81.0,-1
2025-11-18T00:48:32.078824,87.625,0,21.3,81.0,-1
2025-11-18T00:48:34.093921,87.6875,0,21.3,81.0,0
2025-11-18T00:48:36.144793,87.8125,0,21.3,81.0,-1
2025-11-18T00:48:38.190780,87.625,0,21.3,81.0,-1
2025-11-18T00:48:40.232760,87.75,0,21.3,81.0,-1
2025-11-18T00:48:42.288933,87.4375,0,21.3,81.0,-1
2025-11-18T00:48:44.346291,87.625,0,21.3,81.0,-1
2025-11-18T00:48:46.412350,87.52941176470588,0,21.3,81.0,-1
2025-11-18T00:48:48.455965,87.75,0,21.3,81.0,0
2025-11-18T00:48:50.464199,87.75,0,21.3,81.0,-1
2025-11-18T00:48:52.506467,87.53333333333333,0,21.3,81.0,-1
2025-11-18T00:48:54.562630,88.25,0,21.3,81.0,-1
2025-11-18T00:48:56.606888,88.25,0,21.3,81.0,-1
2025-11-18T00:48:58.668338,87.8125,0,21.3,81.0,-1
2025-11-18T00:49:00.670046,88.125,0,21.3,81.0,0
2025-11-18T00:49:02.700371,88.125,0,21.3,81.0,-1
2025-11-18T00:49:04.745188,87.5625,0,21.3,81.0,-1
2025-11-18T00:49:06.785218,87.375,0,21.3,81.0,-1
2025-11-18T00:49:08.845399,87.625,0,21.3,81.0,-1
2025-11-18T00:49:10.912096,87.6875,0,21.3,81.0,-1
2025-11-18T00:49:12.939455,87.58823529411765,0,21.3,81.0,0
2025-11-18T00:49:14.969350,87.4,0,21.3,81.0,-1
2025-11-18T00:49:17.026463,87.75,0,21.3,81.0,-1
2025-11-18T00:49:19.038327,88.1875,0,21.3,81.0,-1
2025-11-18T00:49:21.100136,87.8125,0,21.3,81.0,-1
2025-11-18T00:49:23.149084,87.875,0,21.3,81.0,-1
2025-11-18T00:49:25.164606,88.3125,0,21.3,81.0,0
2025-11-18T00:49:27.213431,87.6875,0,21.3,81.0,-1
2025-11-18T00:49:29.266546,87.625,0,21.3,81.0,-1
2025-11-18T00:49:31.303312,87.8125,0,21.3,81.0,-1
2025-11-18T00:49:33.364562,88.375,0,21.3,81.0,-1
2025-11-18T00:49:35.419911,87.875,0,21.3,81.0,-1
2025-11-18T00:49:37.459237,87.5,0,21.3,81.0,-1
2025-11-18T00:49:39.526173,87.5625,0,21.3,81.0,-1
2025-11-18T00:49:41.571025,87.625,0,21.3,81.0,-1
2025-11-18T00:49:43.594919,87.5625,0,21.3,81.0,0
2025-11-18T00:49:45.641796,87.3125,0,21.3,81.0,-1
2025-11-18T00:49:47.688468,87.4375,0,21.3,81.0,-1
2025-11-18T00:49:49.735102,87.9375,0,21.3,81.0,-1
2025-11-18T00:49:51.792363,87.5625,0,21.3,81.0,-1
2025-11-18T00:49:53.853411,87.625,0,21.3,81.0,-1
2025-11-18T00:49:55.884197,87.6875,0,21.3,81.0,-1
2025-11-18T00:49:57.935679,87.375,0,21.3,81.0,-1
2025-11-18T00:50:00.000525,87.8125,0,21.3,81.0,-1
2025-11-18T00:50:02.019676,87.5,0,21.3,81.0,0
2025-11-18T00:50:04.071190,87.5625,0,21.3,81.0,-1
2025-11-18T00:50:06.113008,87.4375,0,21.3,81.0,-1
2025-11-18T00:50:08.132512,87.625,0,21.3,81.0,-1
2025-11-18T00:50:10.185867,87.4375,0,21.3,81.0,-1
2025-11-18T00:50:12.244366,87.5,0,21.3,81.0,-1
2025-11-18T00:50:14.263520,87.25,0,21.3,81.0,-1
2025-11-18T00:50:16.276683,88.125,0,21.3,81.0,-1
2025-11-18T00:50:18.336977,87.6875,0,21.3,81.0,-1
2025-11-18T00:50:20.381293,87.75,0,21.3,81.0,-1
2025-11-18T00:50:22.432322,87.6875,0,21.3,81.0,-1
2025-11-18T00:50:24.489977,87.375,0,21.3,81.0,-1
2025-11-18T00:50:26.508688,87.875,0,21.3,81.0,0
2025-11-18T00:50:28.558241,87.625,0,21.3,81.0,-1
2025-11-18T00:50:30.608930,87.375,0,21.3,81.0,-1
2025-11-18T00:50:32.656241,87.5625,0,21.3,81.0,-1
2025-11-18T00:50:34.709415,88.1875,0,21.3,81.0,-1
2025-11-18T00:50:36.775077,87.625,0,21.3,81.0,-1
2025-11-18T00:50:38.817425,87.5,0,21.3,81.0,-1
2025-11-18T00:50:40.859872,87.5625,0,21.3,81.0,-1
2025-11-18T00:50:42.920684,87.4375,0,21.3,81.0,-1
2025-11-18T00:50:44.939513,87.5625,0,21.3,81.0,0
2025-11-18T00:50:46.988389,87.375,0,21.3,81.0,-1
2025-11-18T00:50:49.040746,87.6875,0,21.3,81.0,-1
2025-11-18T00:50:51.086364,88.0625,0,21.3,81.0,-1
2025-11-18T00:50:53.149213,88.0,0,21.3,81.0,-1
2025-11-18T00:50:55.194860,87.6875,0,21.3,81.0,-1
2025-11-18T00:50:57.249788,87.5625,0,21.3,81.0,-1
2025-11-18T00:50:59.295393,87.625,0,21.3,81.0,-1
2025-11-18T00:51:01.352867,87.5625,0,21.3,81.0,-1
2025-11-18T00:51:03.357999,87.5,0,21.3,81.0,-1
2025-11-18T00:51:05.412723,87.6875,0,21.3,81.0,-1
2025-11-18T00:51:07.449208,87.4375,0,21.3,81.0,-1
2025-11-18T00:51:09.505766,87.5,0,21.3,81.0,-1
2025-11-18T00:51:11.560888,87.1875,0,21.3,81.0,-1
2025-11-18T00:51:13.573182,87.375,0,21.3,81.0,-1
2025-11-18T00:51:15.603829,87.625,0,21.3,81.0,-1
2025-11-18T00:51:17.645003,87.5625,0,21.3,81.0,-1
2025-11-18T00:51:19.686033,88.125,0,21.3,81.0,-1
2025-11-18T00:51:21.756913,87.4375,0,21.3,81.0,-1
2025-11-18T00:51:23.800444,87.3125,0,21.3,81.0,-1
2025-11-18T00:51:25.807054,87.9375,0,21.3,81.0,0
2025-11-18T00:51:27.871853,87.6875,0,21.2,81.0,-1
2025-11-18T00:51:29.938378,87.52941176470588,0,21.2,81.0,-1
2025-11-18T00:51:31.991065,88.125,0,21.2,81.0,-1
2025-11-18T00:51:34.015939,87.33333333333333,0,21.2,81.0,-1
2025-11-18T00:51:36.069340,87.4375,0,21.2,81.0,-1
2025-11-18T00:51:38.098617,87.5,0,21.2,81.0,0
2025-11-18T00:51:40.174274,88.0625,0,21.2,81.0,0
2025-11-18T00:51:42.217566,87.4375,0,21.2,81.0,-1
2025-11-18T00:51:44.280135,87.5625,0,21.2,81.0,-1
2025-11-18T00:51:46.323807,87.375,0,21.2,81.0,-1
2025-11-18T00:51:48.377999,87.75,0,21.2,81.0,-1
2025-11-18T00:51:50.412486,87.5,0,21.2,81.0,-1
2025-11-18T00:51:52.471388,87.9375,0,21.2,81.0,-1
2025-11-18T00:51:54.521303,87.375,0,21.2,81.0,-1
2025-11-18T00:51:56.568159,87.75,0,21.2,81.0,-1
2025-11-18T00:51:58.592147,88.1875,0,21.2,81.0,0
2025-11-18T00:52:00.643210,88.4375,0,21.2,81.0,-1
2025-11-18T00:52:02.696585,87.625,0,21.2,81.0,-1
2025-11-18T00:52:04.747034,87.6875,0,21.2,81.0,-1
2025-11-18T00:52:06.811664,88.0,0,21.2,81.0,-1
2025-11-18T00:52:08.849756,87.375,0,21.2,81.0,-1
2025-11-18T00:52:10.903109,87.4375,0,21.2,81.0,-1
2025-11-18T00:52:12.949258,87.4375,0,21.2,81.0,-1
2025-11-18T00:52:15.014108,87.4375,0,21.2,81.0,-1
2025-11-18T00:52:17.019775,87.5625,0,21.2,81.0,0
2025-11-18T00:52:19.084037,87.75,0,21.2,81.0,-1
2025-11-18T00:52:21.125046,87.625,0,21.2,81.0,-1
2025-11-18T00:52:23.150983,87.5,0,21.2,81.0,-1
2025-11-18T00:52:25.205795,87.1875,0,21.2,81.0,-1
2025-11-18T00:52:27.254629,87.375,0,21.2,81.0,-1
2025-11-18T00:52:29.264879,88.0,0,21.3,81.0,0
2025-11-18T00:52:31.311699,88.125,0,21.3,81.0,-1
2025-11-18T00:52:33.381552,87.6875,0,21.3,81.0,-1
2025-11-18T00:52:35.417515,87.625,0,21.3,81.0,-1
2025-11-18T00:52:37.460142,88.3125,0,21.3,81.0,-1
2025-11-18T00:52:39.533096,87.375,0,21.3,81.0,-1
2025-11-18T00:52:41.581341,88.0625,0,21.3,81.0,-1
2025-11-18T00:52:43.634704,87.5625,0,21.3,81.0,-1
2025-11-18T00:52:45.689707,87.4375,0,21.3,81.0,-1
2025-11-18T00:52:47.707954,88.0,0,21.3,81.0,0
2025-11-18T00:52:49.749035,87.375,0,21.3,81.0,-1
2025-11-18T00:52:51.777732,87.5,0,21.3,81.0,-1
2025-11-18T00:52:53.813544,87.5625,0,21.3,81.0,-1
2025-11-18T00:52:55.868971,87.6875,0,21.3,81.0,-1
2025-11-18T00:52:57.927113,87.6875,0,21.3,81.0,-1
2025-11-18T00:52:59.951159,87.75,0,21.3,81.0,0
2025-11-18T00:53:01.998414,88.125,0,21.3,81.0,-1
2025-11-18T00:53:04.039277,87.5,0,21.3,81.0,-1
2025-11-18T00:53:06.077342,87.3125,0,21.3,81.0,-1
2025-11-18T00:53:08.142246,87.875,0,21.3,81.0,-1
2025-11-18T00:53:10.165769,87.25,0,21.3,81.0,-1
2025-11-18T00:53:12.187877,87.375,0,21.3,81.0,0
2025-11-18T00:53:14.243442,87.5,0,21.3,81.0,-1
2025-11-18T00:53:16.291302,87.25,0,21.3,81.0,-1
2025-11-18T00:53:18.344399,87.4375,0,21.3,81.0,-1
2025-11-18T00:53:20.391600,87.375,0,21.3,81.0,-1
2025-11-18T00:53:22.447813,87.3125,0,21.3,81.0,-1
2025-11-18T01:10:50.941281,0,0,0.0,0.0,-1
2025-11-18T01:10:52.991131,0,0,0.0,0.0,-1
2025-11-18T01:10:55.025139,86.27272727272727,0,21.6,79.0,-1
2025-11-18T01:10:57.042245,86.375,0,21.6,79.0,-1
2025-11-18T01:10:59.107473,86.0625,1,21.6,79.0,-1
2025-11-18T01:11:01.118127,86.4375,0,21.6,79.0,-1
2025-11-18T01:11:03.152447,86.25,0,21.6,79.0,-1
2025-11-18T01:11:05.212700,86.8125,1,21.6,79.0,-1
2025-11-18T01:11:07.279886,86.6875,0,21.6,79.0,-1
2025-11-18T01:11:09.333093,86.5,1,21.6,79.0,-1
2025-11-18T01:11:11.350825,86.3125,0,21.6,79.0,-1
2025-11-18T01:11:13.379136,86.375,0,21.6,79.0,-1
2025-11-18T01:11:15.439478,86.8125,1,21.6,79.0,-1
2025-11-18T01:11:17.500579,86.4375,0,21.6,79.0,-1
2025-11-18T01:11:19.571456,86.875,1,21.6,79.0,-1
2025-11-18T01:11:21.587492,86.5625,0,21.6,79.0,-1
2025-11-18T01:11:23.618063,86.9375,1,21.6,79.0,-1
2025-11-18T01:11:25.683913,86.4375,0,21.6,79.0,-1
2025-11-18T01:11:27.736958,87.125,0,21.6,79.0,-1
2025-11-18T01:11:29.800333,86.5625,0,21.6,79.0,-1
2025-11-18T01:11:31.819761,87.0625,0,21.6,79.0,-1
2025-11-18T01:11:33.850223,87.125,1,21.6,79.0,-1
2025-11-18T01:11:35.864256,86.47058823529412,0,21.6,79.0,0
2025-11-18T01:11:37.882327,86.46666666666667,1,21.6,79.0,-1
2025-11-18T01:11:39.934361,86.9375,0,21.6,79.0,-1
2025-11-18T01:11:41.958502,87.0625,0,21.6,79.0,0
2025-11-18T01:11:43.985317,86.4375,1,21.6,79.0,-1
2025-11-18T01:11:46.043296,86.5,0,21.6,79.0,-1
2025-11-18T01:11:48.070615,86.5625,1,21.6,79.0,-1
2025-11-18T01:11:50.126948,86.5625,0,21.6,79.0,-1
2025-11-18T01:11:52.162823,86.4375,0,21.6,79.0,-1
2025-11-18T01:15:02.216522,87.0,1,21.6,79.0,-1
2025-11-18T01:15:04.235117,87.0625,0,21.6,79.0,0
2025-11-18T01:15:06.263424,86.875,1,21.6,79.0,-1
2025-11-18T01:15:08.304903,86.6,0,21.6,79.0,-1
2025-11-18T01:15:10.355811,86.4375,0,21.6,79.0,-1
2025-11-18T01:15:12.418405,86.375,1,21.6,79.0,-1
2025-11-18T01:15:14.441000,86.4375,0,21.6,79.0,0
2025-11-18T01:15:16.469961,86.5,1,21.6,79.0,-1
2025-11-18T01:15:18.478091,86.58823529411765,0,21.6,79.0,-1
2025-11-18T01:15:20.518117,86.93333333333334,1,21.6,79.0,-1
2025-11-18T01:15:22.519857,87.0625,0,21.6,79.0,-1
2025-11-18T01:15:24.542963,86.625,1,21.6,79.0,0
2025-11-18T01:15:26.566673,86.75,0,21.6,79.0,-1
2025-11-18T01:15:28.610017,86.375,1,21.6,79.0,-1
2025-11-18T01:15:30.681273,87.0625,0,21.6,79.0,-1
2025-11-18T01:15:32.749314,87.0625,0,21.6,79.0,-1
2025-11-18T01:15:34.770954,86.5625,1,21.6,79.0,0
2025-11-18T01:15:36.801228,87.25,0,21.6,79.0,-1
2025-11-18T01:15:38.812854,86.52941176470588,1,21.6,79.0,0
2025-11-18T01:15:40.817259,86.5,0,21.6,79.0,-1
2025-11-18T01:15:42.870688,86.26666666666667,1,21.6,79.0,-1
2025-11-18T01:15:44.933615,87.0,0,21.6,79.0,-1
2025-11-18T01:15:46.990195,86.625,1,21.6,79.0,-1
2025-11-18T01:15:49.006490,87.0,0,21.6,79.0,-1
2025-11-18T01:15:51.066601,86.5625,0,21.6,79.0,-1
2025-11-18T01:15:53.136049,86.375,1,21.6,79.0,-1
2025-11-18T01:15:55.157628,87.0,0,21.6,79.0,-1
2025-11-18T01:15:57.178745,86.3125,0,21.6,79.0,0
2025-11-18T01:15:59.229321,86.25,1,21.6,79.0,-1
2025-11-18T01:16:01.288580,86.5,0,21.6,79.0,-1
2025-11-18T01:16:03.333555,86.8125,1,21.6,79.0,-1
2025-11-18T01:16:05.382766,86.5,0,21.6,79.0,-1
2025-11-18T01:16:07.399126,86.9375,0,21.6,79.0,-1
2025-11-18T01:16:09.439504,86.5625,1,21.6,79.0,-1
2025-11-18T01:16:11.497077,86.4375,0,21.6,79.0,-1
2025-11-18T01:16:13.557904,87.0,1,21.6,79.0,-1
2025-11-18T01:16:15.613510,86.5,0,21.6,79.0,-1
2025-11-18T01:16:17.635019,86.375,0,21.6,79.0,-1
2025-11-18T01:16:19.647116,86.9375,1,21.6,79.0,-1
2025-11-18T01:16:21.708300,86.5,0,21.6,79.0,-1
2025-11-18T01:16:23.719391,86.3125,1,21.6,79.0,0
2025-11-18T01:16:25.755161,86.4375,1,21.6,79.0,-1
2025-11-18T01:16:27.790713,86.875,0,21.6,79.0,-1
2025-11-18T01:16:29.855879,86.25,1,21.6,79.0,-1
2025-11-18T01:16:31.887078,86.5,1,21.6,79.0,0
2025-11-18T01:16:33.908316,86.375,0,21.6,79.0,-1
2025-11-18T01:16:35.970514,86.4375,0,21.6,79.0,-1
2025-11-18T01:16:37.990128,86.625,1,21.6,79.0,0
2025-11-18T01:16:40.012470,86.375,0,21.6,79.0,-1
2025-11-18T01:16:42.083587,86.4375,1,21.6,79.0,-1
2025-11-18T01:16:44.119672,86.9375,0,21.6,79.0,-1
2025-11-18T01:16:46.133256,86.25,1,21.6,79.0,-1
2025-11-18T01:16:48.160680,87.0625,0,21.6,79.0,-1
2025-11-18T01:16:50.220713,86.5,0,21.6,79.0,-1
2025-11-18T01:16:52.268941,86.3125,1,21.6,79.0,-1
2025-11-18T01:16:54.336893,87.1875,0,21.6,79.0,-1
2025-11-18T01:16:56.355531,86.5,1,21.6,79.0,-1
2025-11-18T01:16:58.380674,86.6875,0,21.6,79.0,-1
2025-11-18T01:17:00.433274,86.9375,0,21.6,79.0,-1
2025-11-18T01:17:02.502785,87.0,1,21.6,79.0,-1
2025-11-18T01:17:04.567480,86.625,0,21.6,79.0,-1
2025-11-18T01:17:06.580201,87.0625,1,21.6,79.0,-1
2025-11-18T01:17:08.617286,86.9375,0,21.6,79.0,-1
2025-11-18T01:17:10.623024,86.52941176470588,0,21.6,79.0,-1
2025-11-18T01:17:12.625120,86.8125,0,21.6,79.0,-1
2025-11-18T01:17:14.642571,87.06666666666666,1,21.6,79.0,0
2025-11-18T01:17:16.668459,87.125,0,21.6,79.0,-1
2025-11-18T01:17:18.723163,86.5,0,21.6,79.0,-1
2025-11-18T01:17:20.780583,86.4375,0,21.6,79.0,-1
2025-11-18T01:17:22.843294,86.5625,1,21.6,79.0,-1
2025-11-18T01:17:24.856719,86.5,0,21.6,79.0,-1
2025-11-18T01:17:26.875631,86.375,1,21.6,79.0,-1
2025-11-18T01:17:28.906799,86.5,0,21.6,79.0,0
2025-11-18T01:17:30.922205,86.375,0,21.6,79.0,-1
2025-11-18T01:17:32.986218,86.6875,0,21.6,79.0,-1
2025-11-18T01:17:35.038753,86.5,0,21.6,79.0,-1
2025-11-18T01:17:37.113950,87.0625,1,21.6,79.0,-1
2025-11-18T01:17:39.129158,86.4375,0,21.6,79.0,-1
2025-11-18T01:17:41.155687,86.25,1,21.6,79.0,-1
2025-11-18T01:17:43.203786,86.5625,0,21.6,79.0,-1
2025-11-18T01:17:45.275370,86.375,1,21.6,79.0,-1
2025-11-18T01:17:47.330132,87.0,0,21.6,79.0,-1
